address,x11,x12,x21,x22,x23,x24,x31,x32,x41,x42,x43,x51,x52,x61,x71,x72,label
0x0f3c2476fbf0ed09dff00ea7f4ef252dcc72e6f1,850,765,696,696,700,710,714,649,815,850,850,300,300,300,616,690,2
0x0f4bf98593f4f30f5c7c8bb63dbd9d16af412b75,754,727,300,300,300,300,300,300,687,850,850,300,0,300,616,690,2
0x0ff1efb8aa061808550cf245836f37475a4317fd,300,663,300,300,300,300,300,300,850,850,850,300,0,300,300,690,2
0x124e1fafcadc2c017a17b4bbbbfff3867b7dee35,300,709,300,300,300,300,300,300,817,850,850,300,0,300,616,690,2
0x1264f83b093abbf840ea80a361988d19c7f5a686,850,728,732,678,300,300,715,300,699,850,850,300,0,300,616,690,2
0x151a64570e4997739458455ba4ab5a535fd2e306,300,722,690,690,672,690,300,300,719,850,850,300,0,300,617,690,2
0x151d2da2d37cd5ce52993f14a134a63b612e9473,300,413,300,300,300,300,300,300,621,850,850,300,0,300,300,690,2
0x15fda64fcdbca27a60aa8c6ca882aa3e1de4ea41,300,677,300,300,300,300,300,649,789,850,850,300,300,300,300,690,2
0x16c670b99be79787b4f251b517b1d147c5a7e262,300,657,300,300,300,300,300,300,850,850,850,300,300,300,300,690,2
0x186a979fb4dd8f84b3b1c609e550e6e57dec3569,300,663,300,300,300,300,300,300,850,850,850,300,0,300,300,690,2
0x1954c8cd151de0d0946fcc1e8a97545f711e2380,300,584,300,300,300,300,300,300,850,850,850,300,0,300,300,690,2
0x1abcffa045ade89ce1617204ba5cc84cf9b47539,300,634,300,300,300,300,300,300,673,850,850,300,300,300,300,690,2
0x1b26c22c1493df1399d8efa113ef99bb27ab9eb7,300,697,300,300,300,300,300,300,850,850,850,300,300,300,300,690,2
0x1c8f6a5f009e051cab9c3851ca2da2c936b2775a,850,751,732,678,300,300,444,850,850,850,850,300,0,300,616,690,2
0x1cd2eb4e9b2efaf76fc6637b5d3ce3498d5c5000,426,721,300,300,300,300,300,300,789,850,850,300,300,300,616,690,2
0x1dd29ae4215ab5bfffb53c436f0272185891bf5a,395,720,300,300,300,300,300,300,850,850,850,300,0,300,616,690,2
0x1e950522de5a135d87431a280d8d78b5a32d0a3c,300,691,300,300,300,300,300,300,850,850,850,300,300,351,300,690,2
0x1f9aa698b3781ea29878036773a0df87f5325d98,519,723,300,300,300,300,300,300,850,850,850,300,300,300,300,690,2
0x2005bf3d68bd245aac41c016da92c7d0b0caa1d6,300,707,300,300,300,300,300,300,686,850,850,300,300,300,300,690,2
0x20589dbfaac326f7fb4b94b798c9e7b0e3cf2c37,300,706,300,300,300,300,300,300,687,850,850,300,300,300,300,690,2
0x20ee41a035e0911efe51ebc1b6cf7628dc150e58,300,715,300,300,300,300,300,300,691,850,850,300,300,300,616,690,2
0x2117c37a65ad3c0489682386f7d81d4c6d08b3c8,303,717,300,300,300,300,300,300,850,850,850,300,300,300,616,690,2
0x214a57002b160b1befedc33aa495b829552cb995,300,635,300,300,300,300,300,300,787,850,850,300,300,300,300,690,2
0x21e5e950c24ad59b967244718f05492a4ab54ec4,626,725,300,300,300,300,300,300,850,850,850,300,0,300,616,690,2
0x22592f2b8a5af9a6011df10b1490a4cbd9017134,300,690,679,678,300,300,300,300,816,850,850,300,300,300,300,690,2
0x26308c7db6f869bd6a12219b6a61da36b1d44e4a,850,761,300,300,300,300,300,300,850,850,850,300,0,300,625,690,2
0x268a1b7ecc1fe1fab1ee32a7e61e3b7810bad4a5,300,706,300,300,300,300,300,300,850,850,850,300,0,300,300,690,2
0x26bce6ecb5b10138e4bf14ac0ffcc8727fef3b2e,850,751,732,678,300,300,446,850,850,850,850,300,0,300,616,690,2
0x284e835255c0865e18abc5f544bce5519422a1aa,300,659,300,300,300,300,300,300,850,850,850,300,300,539,300,690,2
0x286e09932b8d096cba3423d12965042736b8f850,300,697,300,300,300,300,300,300,639,850,850,300,0,300,300,690,2
0x29890e319f2a7e78a7a6a2aa8bf67fa1120173a1,300,687,300,300,300,300,300,300,788,850,850,300,300,300,300,690,2
0x2b297f9dc32d599ebd9d886e01dafe63893d7c11,300,624,300,300,300,300,300,300,850,850,850,300,0,300,300,690,2
0x2b384212edc04ae8bb41738d05ba20e33277bf33,300,702,700,696,672,690,300,674,850,850,850,300,0,300,300,690,2
0x2b546d8c42f6b74e9c50455d0b8577e26662387e,300,692,300,300,300,300,300,300,801,850,850,300,300,300,300,690,2
0x2c7935b2662b6014ae76d3e54ff03fcbe366896d,300,676,300,300,300,300,300,649,850,850,850,300,300,300,300,690,2
0x2c99d50eb4daa1d26b5ba0b1daab58cbfc0ac3e6,850,767,740,726,722,731,749,720,724,850,850,300,0,300,617,690,2
0x2d13366a64f63a6fef9c9f3f7bd507891bcec540,300,707,300,300,300,300,300,300,693,850,850,300,0,300,616,690,2
0x2d841e088087d3a447d198725291d485dfba024d,300,650,300,300,300,300,300,300,816,850,850,300,300,300,300,690,2
0x2f163e2d07ec580c1714e703761cd28b85ae6c46,300,672,300,300,300,300,300,300,850,850,850,300,300,300,300,690,2
0x30be05fe3ed386b8d8afb327b03f50c9d97dcb85,300,695,679,678,300,300,300,649,720,850,850,300,300,300,300,690,2
0x31d3243cfb54b34fc9c73e1cb1137124bd6b13e1,850,799,773,755,768,780,833,786,700,850,850,300,300,300,623,690,2
0x32dc0acd55a608df181b305765d15df4ac704000,300,681,300,300,300,300,300,300,850,850,850,300,300,300,300,690,2
0x3384d1e427597b16d7da467e25735e6b09e6863f,300,684,300,300,300,300,300,300,850,850,850,300,300,364,300,690,2
0x357be6f14340b1a351dde382d78f37b643a9d5da,300,694,300,300,300,300,300,300,716,850,850,300,300,300,300,690,2
0x368a2d5cd67bb2c4c742d9482aa09f3126aa0f52,300,649,735,725,690,300,617,649,774,850,850,300,0,300,300,690,2
0x36a454aef52938c8637cd4689b2980c1cfd43389,850,751,732,678,300,300,445,850,850,850,850,300,0,300,616,690,2
0x376f0ff79d9b00dd4754ea495336dbf41c4ec0f0,850,759,723,719,729,738,728,715,723,850,850,300,300,300,616,690,2
0x39c3784d43c0fe8845396ff1a9dde62cd4667d3f,850,756,723,705,700,300,694,706,543,850,850,300,0,300,616,690,2
0x3aa27ab297a3a753f79c5497569ba2dacc2bc35a,300,619,300,300,300,300,452,300,850,850,850,300,300,300,300,690,2
0x3d9b1094c6b2cbb1bc0d705d64681375326de573,300,727,690,690,690,690,672,665,586,850,850,300,0,300,616,690,2
0x3d9ec341f38aa8ba66bf2bc6d3f4fb16d468b624,850,741,732,690,300,300,702,300,850,850,850,300,0,300,616,690,2
0x3e420888caa03db71cffb774a114a9dc13b779f7,300,714,690,678,300,300,300,300,723,850,850,300,0,300,616,690,2
0x41d32ac20ceb0441cab159444af1acc47f3daa1c,300,710,679,678,300,300,300,300,723,850,850,300,0,300,616,690,2
0x430c96378f8918736173252a7bb056d35f4c2ce6,300,710,300,300,300,300,300,300,776,850,850,300,300,300,616,690,2
0x443dff63c2634ac5ef5aa5bfbd194a503c734de4,850,749,730,690,300,300,659,300,850,850,850,300,0,300,616,690,2
0x44cba75eaabee666601a7e159bc9880281ed6480,339,718,300,300,300,300,300,300,697,850,850,300,0,300,616,690,2
0x45859bc4abc902946a54b6e2936c9b3eaf23abc3,300,702,690,678,300,300,300,649,688,850,850,300,0,300,300,690,2
0x45e42240c9e0049c73463b45a5d3451a0d80a7bf,300,702,696,678,300,300,675,300,723,850,850,300,0,300,616,690,2
0x4654f56a64301b9b582f843f97332d96ead11ff8,300,703,703,705,707,300,300,300,850,850,850,300,300,300,300,690,2
0x4707207f89136c1f1e4b67bc1bee349149a18843,300,681,300,300,300,300,300,300,760,850,850,300,850,300,300,690,2
0x49ab882618e368af66fed3f05bfefc067b4acb0d,300,682,300,300,300,300,300,300,723,850,850,300,300,300,300,690,2
0x4a10b1e56109ecebd9e3d823bf47e7e88ebf3cae,300,652,690,690,690,690,300,300,576,680,849,300,300,300,300,690,2
0x4b552552b8f8ee63f0eeacb7b6e9b8e9b28a64b3,792,721,300,300,300,300,695,300,466,850,850,300,0,300,616,690,2
0x4e7e25452c55d2ea47afe53e24086577b35e91d9,300,682,300,300,300,300,300,300,630,850,850,300,0,300,300,690,2
0x50000058358691325338eb7b787d4c3f39e60005,300,682,300,300,300,300,300,300,721,850,850,300,0,300,300,690,2
0x5097119dcb1ce3725dbcbe42356722dbacfc3b81,300,683,300,300,300,300,300,300,800,850,850,300,300,300,300,690,2
0x509f9a5134c0d808ebac98e98e9f451029ccf1ea,850,738,731,690,300,300,684,300,676,850,850,300,0,300,616,690,2
0x524a762f8e92fc838dee48706525cf58fa40440a,726,727,679,678,300,300,300,649,850,850,850,300,0,300,616,690,2
0x52ab58c10e9187a79da50f892ea4801aad58cb00,300,687,711,711,707,690,672,680,804,850,850,300,300,300,300,690,2
0x52df0f94fc050669434f37110769e2244767437c,300,652,300,300,300,300,300,300,850,850,850,300,300,300,300,690,2
0x54267d6706f8830e0f47aa18c3598351317adcb5,567,724,703,701,700,300,580,665,850,850,850,300,0,300,616,690,2
0x5481484616fd5bcc97dd5bbb4f58daadf34d099d,300,635,300,300,300,300,300,300,724,850,850,300,300,300,300,690,2
0x54bd513d615c66a31937ccb4561f7f43a7f85bb2,300,668,300,300,300,300,300,300,850,850,850,300,300,586,300,690,2
0x55b7969dce63163d92e8b88722c216ec46c041f3,300,659,300,300,300,300,300,300,638,850,850,300,300,824,300,690,2
0x55ff712ac160c8c9716fe5b0199a5dd60d20bf71,300,715,300,300,300,300,300,300,703,850,850,300,0,300,616,690,2
0x57ef012861c4937a76b5d6061be800199a2b9100,850,797,732,730,722,738,736,680,791,850,850,300,0,300,617,690,2
0x5b1b0349b3a668c75cc868801a39430684e3f36a,850,763,300,300,300,300,300,300,850,850,850,300,0,300,625,690,2
0x5d7cb09eb77bf511fad675451e66af2f552b6348,300,658,300,300,300,300,300,300,682,850,850,300,300,578,300,690,2
0x5dfc3c1e3ff34c6d8c7e0bd8b87763060cbe918e,300,663,679,678,300,300,642,649,850,850,850,300,300,300,300,690,2
0x5e1592627e75ae5ef253eb02178a3d4db381a076,300,705,300,300,300,300,300,300,707,850,850,300,300,300,616,690,2
0x6046945c5b5ef5933b8e73a98a6ad7bf3e031df7,850,751,732,678,300,300,447,850,850,850,850,300,0,300,616,690,2
0x60b86af869f23aeb552fb7f3cabd11b829f6ab2f,850,751,732,678,300,300,446,850,850,850,850,300,0,300,616,690,2
0x6510438a7e273e71300892c6faf946ab3b04cbcb,300,654,300,300,300,300,300,300,850,850,850,300,300,300,300,690,2
0x68cc21f7c777243d1a9c71c2349bfdccd8ca7b78,850,732,732,678,300,300,715,748,614,850,850,300,0,300,616,690,2
0x68d1e811c5e4e4d2b783b6aeb5a8d8aa35993a06,379,720,721,690,300,300,300,300,675,850,850,300,0,300,616,690,2
0x692fd9d0c2a00e66bf809fdc6dcea5107f5c9f86,850,788,690,690,690,710,300,649,724,850,850,300,300,300,623,690,2
0x69420f472c8adb8ef633c35062a54b38f32fb0d7,300,682,679,678,300,300,300,649,658,850,850,300,0,300,300,690,2
0x6a29b1cdcacca805ae635f7d01db74b5be58d663,300,709,300,300,300,300,300,649,789,850,850,300,300,300,616,690,2
0x6c99c45b39d1cddb61b272798ea1da2cdac9bcc8,311,723,721,722,722,738,728,665,814,850,850,300,300,300,616,690,2
0x6e1c24586d0dfeb608e0442a8a1ce772afec03a6,300,701,300,300,300,300,300,649,589,850,850,300,300,300,300,690,2
0x6ebf73fdc5e9c245b8443e1de77638eb6cc379e7,300,686,300,300,300,300,300,300,850,850,850,300,0,300,300,690,2
0x6eed1087acd27a6306e8a3e989144b4a679d3c50,300,740,735,726,722,738,736,690,696,850,850,300,300,300,616,690,2
0x6fb9ea028eecddc6f4845194ab844131a71279fe,850,735,732,678,300,300,715,742,703,850,850,300,0,300,616,690,2
0x6ff8a0b19bc1275fd7e2075d4de197eb518750fc,850,739,300,300,300,300,300,300,721,850,850,300,300,812,554,690,2
0x7185e240d8e9e2d692cbc68d30eecf965e9a7feb,300,697,300,300,300,300,300,300,704,850,850,300,300,300,300,690,2
0x727664b82c1c9b7920ccd063964d8a1372dcb805,300,614,300,300,300,300,300,300,850,850,850,300,300,300,300,690,2
0x752dfb1c709eea4621c8e95f48f3d0b6dde5d126,300,709,716,714,700,690,699,680,724,850,850,300,300,300,616,690,2
0x7594f15d27b58c04b82c3891e6f5f4488b2006e0,850,737,734,696,672,300,721,300,676,850,850,300,0,300,616,690,2
0x7603f88ae21185339e8873391394a18c2be3dd42,850,729,300,300,300,300,300,300,640,850,850,300,0,300,616,690,2
0x76e40d0a69fd81826b5eb7d18145626d46eafdef,850,751,732,678,300,300,442,850,850,850,850,300,0,300,616,690,2
0x76f36d497b51e48a288f03b4c1d7461e92247d5e,850,732,732,678,300,300,754,665,850,850,850,300,0,300,616,690,2
0x77c6d4c010eaef7c0dc0080f78ded522ab58a926,300,706,679,678,672,300,300,649,717,850,850,300,300,300,300,690,2
0x793acdce9db7bc3269513652923d543b4818e817,300,710,300,300,300,300,300,300,788,850,850,300,850,300,616,690,2
0x794ad3af58b56522b80aa7e9bc04f042c55d5b2f,850,739,300,300,300,300,300,300,786,850,850,300,300,300,616,690,2
0x79e9c0c0f07294e88dce8f2a31576dc78d1a8d41,300,685,300,300,300,300,300,300,724,850,850,300,300,300,300,690,2
0x7b2c841ed85c5997713add9b523423aca5cdd796,850,697,300,300,300,300,300,300,717,850,850,300,300,300,617,690,2
0x7cde551b253c22e2ab03debbc7f4c42234f415ac,554,724,679,678,300,300,300,649,706,850,850,300,0,300,616,690,2
0x7d355f8b12d15213e3c6b187cb5ca348ecd725f8,300,716,703,705,672,300,666,665,773,850,850,300,300,300,556,690,2
0x7d92ad7e1b6ae22c6a43283af3856028cd3d856a,300,693,300,300,300,300,300,300,850,850,850,300,300,300,300,690,2
0x7ffdd8fefb6085886efe2651943bcb772432deef,300,691,300,300,300,300,300,300,789,850,850,300,300,300,300,690,2
0x8007281d6976969d19c30ff6e8da5bf61b7be5a3,850,740,300,300,300,300,300,300,850,850,850,300,0,300,616,690,2
0x814d60499bd401eca426c86ee9b4167967dff8dd,300,707,722,722,722,723,698,734,850,850,850,300,0,300,300,690,2
0x81c03fc155abc6c2d9e731f3a72bd70d88c3e268,412,721,300,300,300,300,300,300,734,850,850,300,300,300,617,690,2
0x8329f48bd4c7a1cf43a434dda99a96c605d6bf7b,300,711,300,300,300,300,300,300,850,850,850,300,300,300,616,690,2
0x832acaf870dcbf231179fdce9411af68ade2f897,300,632,300,300,300,300,300,300,776,850,850,300,300,300,300,690,2
0x840fd5bbcf505a2bad089559cd6a1ffe3cdeb113,300,670,300,300,300,300,300,300,850,850,850,300,300,300,300,690,2
0x85748f7cdcacd93f7419859653b906e2dfb3702c,300,707,300,300,300,300,300,300,715,850,850,300,300,586,300,690,2
0x85a437837b4550c21ff7d19b77cb3450bbd1e1f4,300,727,700,690,690,710,713,693,671,850,850,300,300,300,300,690,2
0x85ce4fc45d027710fa9364c2b18807aad4da92c1,300,633,300,300,300,300,300,300,695,850,850,300,300,300,300,690,2
0x86735bcb1990ce2e2c264f850732255a7d9dec21,633,705,703,701,672,690,716,685,625,850,850,300,0,300,313,690,2
0x876c41eefb37b48a0e4fae0dd6170459dd21621e,406,721,724,690,300,300,300,300,642,850,850,300,0,300,616,690,2
0x887cb8fde1bb7591e44722c91f752f8180d8905b,300,695,300,300,300,300,300,300,850,850,850,300,0,300,300,690,2
0x88a769db5055b046c9a45db621978bbec65c8c5b,755,740,706,705,700,710,635,680,768,850,850,300,300,300,616,690,2
0x892ce0662906a242adefb32d425329f5645543a5,696,726,679,678,300,300,300,649,850,850,850,300,0,300,616,690,2
0x898d30e6923f3e2abc376e36f143c6aeeb8d2b61,300,672,300,300,300,300,300,300,850,850,850,300,300,300,300,690,2
0x8a5d413d9929e193610a8e9c3b7e39d19872852e,850,745,300,300,300,300,300,300,716,850,850,850,300,510,616,690,2
0x8b01d375e274213c860ef6ac013dbdd5286cd816,300,699,300,300,300,300,300,300,639,850,850,300,0,300,300,690,2
0x8b129d184b11ac30205e1dc3866a181649efde64,850,746,773,758,748,771,784,800,725,850,850,300,300,300,625,690,2
0x8b7bcdf7ad420d936faedfc86a54afb5f56618ce,300,709,300,300,300,300,300,300,703,850,850,300,0,300,616,690,2
0x8bc110db7029197c3621bea8092ab1996d5dd7be,300,787,716,711,718,710,802,693,761,850,850,300,0,300,625,690,2
0x8bef5c8defe0d8ed935675f86663e83c1b0d05e9,300,715,300,300,300,300,300,300,629,850,850,300,0,300,616,690,2
0x8ce27d407523dc12a7eb19fa1c7991c20924d5d9,581,724,300,300,300,300,300,300,850,850,850,300,0,300,616,690,2
0x8d6ae8970ea4bca6f06d6aaa1b20cd08151f7b6e,300,413,300,300,300,300,300,300,850,850,850,300,0,300,300,690,2
0x8e5235e5aae53fa542154da608c2eacc902694f5,424,721,703,690,300,300,300,300,630,850,850,300,0,300,616,690,2
0x9166c0793703456560d405902591155ec84f4446,300,710,300,300,300,300,300,300,688,850,850,300,300,300,300,690,2
0x932f4ecf191cf407de10b16f15afd974194ea2f8,300,715,300,300,300,300,300,649,850,850,850,300,0,300,616,690,2
0x93f635372008b7c5d770aaa6ff313454c8dc498c,850,750,732,678,300,300,442,850,631,850,850,300,0,300,616,690,2
0x95ecfcc073f1d768be35839dd27724a0aed78e60,850,753,690,678,300,300,738,300,678,850,850,300,0,300,616,690,2
0x9619411ecf64492939618badb4b9f4c9c6b547b5,850,729,300,300,300,300,300,300,631,850,850,300,0,300,616,690,2
0x977646e8bdff473cedc434749e8a6d8cc7d1e316,300,712,300,300,300,300,300,300,723,850,850,300,0,300,616,690,2
0x98a3093d0ecaedefc4fa01f1a44c6a8e8088045d,300,681,679,678,672,300,666,649,724,850,850,300,0,300,300,690,2
0x98ba97483c3bc8d5f1ee4e961a55fe372c19f08a,300,643,300,300,300,300,300,300,789,850,850,300,0,300,300,690,2
0x9aab3f81604c683a1a0d14019fbfe15bef7aa1ee,850,751,732,678,300,300,446,850,850,850,850,300,0,300,616,690,2
0x9c48f03fe73fe19c695255c179df00e7df138379,300,693,300,300,300,300,300,300,850,850,850,300,300,300,300,690,2
0x9de283ca3a20c0997b42b6c56574afb9d0ef6b14,300,711,300,300,300,300,300,300,723,850,850,300,0,300,616,690,2
0x9e6e344f94305d36ea59912b0911fe2c9149ed3e,352,718,300,300,300,300,300,300,850,850,850,300,300,300,616,690,2
0x9e980ab260bd74c7057c41ff4a6bce5538e893b9,300,420,300,300,300,300,300,300,850,850,850,300,0,300,300,690,2
0x9fc34aa46bd4cc5c452d3e8150d27c48fba82ebc,300,708,706,709,718,722,679,685,725,850,850,300,0,300,300,690,2
0xa085e76e7eb06f66ee91e4ad42aff24502800d73,693,726,300,300,300,300,300,300,685,850,850,300,0,300,616,690,2
0xa0ab65fc0f9dee3901460d3b365969d0997cfb8f,357,719,725,690,300,300,300,300,675,850,850,300,0,300,616,690,2
0xa10753468d7eaf706a91a7ae5c021aaea2aad7d8,850,741,714,714,718,722,757,690,724,850,850,300,300,300,616,690,2
0xa13b3d649d47067ddb4b25faf48ed0e21d58190b,300,607,300,300,300,300,300,300,438,850,850,300,0,300,300,690,2
0xa3aa86bd2a68eb8009f4cad78bd7e2e9047bde8c,300,672,300,300,300,300,300,300,631,850,850,300,0,300,300,690,2
0xa40882cba5e4d2697afb86092f6429eaf8fe1e06,300,709,300,300,300,300,300,300,703,850,850,300,0,300,616,690,2
0xa486f09bfcf38735a9572958aa164692286652fd,300,666,300,300,300,300,300,300,784,850,850,300,300,300,300,690,2
0xa5a13f62ce1113838e0d9b4559b8caf5f76463c0,850,751,732,678,300,300,446,850,850,850,850,300,0,300,616,690,2
0xa694494e947eb2ddd8ab2620df5231128e6ef39a,300,716,300,300,300,300,300,300,631,850,850,300,0,300,616,690,2
0xa6d95ae0604eeb17991fd61207df33a8dd694dc0,300,658,300,300,300,300,300,300,850,850,850,300,0,300,300,690,2
0xa87ab61574a159ee2466ed44dadcd7b9fb292ec1,300,632,300,300,300,300,300,300,850,850,850,300,300,300,300,690,2
